"bird_name"	"Greater White-fronted Goose"	"Snow Goose"	"Ross's Goose"	"Cackling Goose"	"Canada Goose"	"Mute Swan"	"Trumpeter Swan"	"Tundra Swan"	"Wood Duck"	"Gadwall"	"American Wigeon"	"American Black Duck"	"Mallard"	"Blue-winged Teal"	"Northern Shoveler"	"Northern Pintail"	"Green-winged Teal"	"Green-winged Teal (American)"	"Canvasback"	"Redhead"	"Ring-necked Duck"	"Greater Scaup"	"Lesser Scaup"	"Harlequin Duck"	"Surf Scoter"	"White-winged Scoter"	"Black Scoter"	"Long-tailed Duck"	"Bufflehead"	"Common Goldeneye"	"Barrow's Goldeneye"	"Common/Barrow's Goldeneye"	"Hooded Merganser"	"Common Merganser"	"Red-breasted Merganser"	"Ruddy Duck"	"duck sp."	"Northern Bobwhite"	"Ring-necked Pheasant"	"Gray Partridge"	"Ruffed Grouse"	"Greater/Lesser Prairie-Chicken"	"Wild Turkey"	"Red-throated Loon"	"Common Loon"	"loon sp."	"Pied-billed Grebe"	"Horned Grebe"	"Red-necked Grebe"	"Western Grebe"	"Double-crested Cormorant"	"American Bittern"	"Great Blue Heron (Blue form)"	"Black-crowned Night-Heron"	"Northern Harrier"	"Sharp-shinned Hawk"	"Cooper's Hawk"	"Northern Goshawk"	"Northern Goshawk (American)"	"Accipiter sp."	"Bald Eagle"	"Red-shouldered Hawk"	"Broad-winged Hawk"	"Red-tailed Hawk"	"Rough-legged Hawk"	"Buteo sp."	"King Rail"	"Virginia Rail"	"Sora"	"American Coot"	"Sandhill Crane"	"Killdeer"	"Wilson's Snipe"	"Wilson's/Common Snipe"	"American Woodcock"	"Black-legged Kittiwake"	"Bonaparte's Gull"	"Ring-billed Gull"	"Herring Gull"	"Thayer's Gull"	"Iceland Gull"	"Lesser Black-backed Gull"	"Glaucous Gull"	"Great Black-backed Gull"	"gull sp."	"Rock Pigeon (Feral Pigeon)"	"Mourning Dove"	"Eastern Screech-Owl"	"screech-owl sp."	"Great Horned Owl"	"Snowy Owl"	"Barred Owl"	"Long-eared Owl"	"Short-eared Owl"	"Northern Saw-whet Owl"	"Belted Kingfisher"	"kingfisher sp."	"Red-headed Woodpecker"	"Red-bellied Woodpecker"	"Yellow-bellied Sapsucker"	"Downy Woodpecker"	"Hairy Woodpecker"	"Northern Flicker"	"Northern Flicker (Yellow-shafted)"	"Pileated Woodpecker"	"American Kestrel"	"Merlin"	"Peregrine Falcon"	"Eastern Phoebe"	"Northern Shrike"	"White-eyed Vireo"	"Blue Jay"	"American Crow"	"crow sp."	"Horned Lark"	"Horned Lark (Eastern dark Group)"	"Barn Swallow"	"Black-capped Chickadee"	"Boreal Chickadee"	"chickadee sp."	"Tufted Titmouse"	"Red-breasted Nuthatch"	"White-breasted Nuthatch"	"Brown Creeper"	"Winter Wren"	"Pacific/Winter Wren"	"Sedge Wren"	"Marsh Wren"	"Carolina Wren"	"Bewick's Wren"	"Golden-crowned Kinglet"	"Ruby-crowned Kinglet"	"Eastern Bluebird"	"bluebird sp."	"Townsend's Solitaire"	"Hermit Thrush"	"Wood Thrush"	"American Robin"	"Varied Thrush"	"Gray Catbird"	"Brown Thrasher"	"Sage Thrasher"	"Northern Mockingbird"	"European Starling"	"American Pipit"	"Bohemian Waxwing"	"Cedar Waxwing"	"Lapland Longspur"	"longspur sp."	"Snow Bunting"	"Ovenbird"	"Northern Waterthrush"	"Orange-crowned Warbler"	"Common Yellowthroat"	"yellowthroat sp."	"Pine Warbler"	"Yellow-rumped Warbler"	"Yellow-rumped Warbler (Myrtle)"	"American Tree Sparrow"	"Chipping Sparrow"	"Field Sparrow"	"Black-throated Sparrow"	"Fox Sparrow"	"Dark-eyed Junco"	"Dark-eyed Junco (Slate-colored/Cassiar)"	"Dark-eyed Junco (Slate-colored)"	"Dark-eyed Junco (Oregon)"	"White-crowned Sparrow"	"Harris's Sparrow"	"White-throated Sparrow"	"Vesper Sparrow"	"Savannah Sparrow"	"Song Sparrow"	"Lincoln's Sparrow"	"Swamp Sparrow"	"Spotted Towhee"	"Eastern Towhee"	"Spotted/Eastern Towhee (Rufous-sided Towhee)"	"sparrow sp."	"Northern Cardinal"	"Rose-breasted Grosbeak"	"Red-winged Blackbird"	"Western Meadowlark"	"Eastern Meadowlark"	"Western/Eastern Meadowlark"	"Rusty Blackbird"	"Brewer's Blackbird"	"Common Grackle"	"Common Grackle (Purple)"	"Brown-headed Cowbird"	"Baltimore Oriole"	"blackbird sp."	"Pine Grosbeak"	"House Finch"	"Purple Finch"	"Red Crossbill"	"White-winged Crossbill"	"Common Redpoll"	"Hoary Redpoll"	"redpoll sp."	"Pine Siskin"	"American Goldfinch"	"Spinus sp. (goldfinch sp.)"	"Evening Grosbeak"	"finch sp."	"House Sparrow"	"bird sp."
"Barred Owl"	-0.07722	0.04667	-0.35342	0.40189	0.68899	0.16638	0.38166	0.57431	0.39089	0.28568	0.26902	0.21352	0.52348	-0.2323	0.69505	0.30579	0.55914	-0.11557	0.24888	0.58045	0.51099	0.10583	0.26577	-0.38983	-0.19038	0.03355	-0.39561	0.33459	0.61718	0.69452	-0.37828	0.02089	0.56095	0.49365	0.43254	0.34799	0.08467	-0.01738	0.19096	-0.06607	-0.15658	-0.422	0.78235	-0.34363	0.28266	-0.39755	0.19208	0.15937	-0.25377	-0.42449	-0.41293	-0.40716	0.38938	-0.35518	0.31813	0.51645	0.78995	-0.09062	-0.41293	-0.31929	0.76934	-0.09185	-0.42449	0.72933	0.32023	-0.39633	-0.422	-0.03732	-0.41293	0.3874	0.51579	-0.37547	0.02243	0.07888	-0.39919	-0.36673	-0.36673	0.41194	0.56412	-0.28588	0.0	0.09186	-0.06631	-0.33208	0.08164	0.46935	0.62411	0.27498	0.00888	0.54561	-0.38778	1.0	0.07604	0.02523	0.23055	0.74295	-0.37715	0.12258	0.81631	0.35651	0.76336	0.76899	0.69586	0.0518	0.36889	0.40504	0.17248	-0.28513	-0.3165	0.54946	-0.41871	0.59879	0.47742	0.03722	0.4183	-0.06692	-0.29893	0.72871	-0.40716	0.05299	0.78991	0.45462	0.76723	0.69987	0.52631	0.05437	-0.41871	-0.30452	0.50319	-0.41293	0.37802	-0.14041	0.51223	-0.39391	-0.36673	0.42718	-0.41293	0.65791	-0.41871	-0.11871	-0.11432	-0.42449	-0.38983	0.57125	-0.33439	-0.12264	0.58652	0.16298	-0.42449	0.20803	-0.37251	-0.41293	-0.39561	-0.33646	-0.41293	-0.39561	-0.27373	-0.37715	0.44931	-0.25092	-0.11127	-0.41293	0.51113	0.7072	-0.40489	0.24517	-0.08586	0.47047	-0.40716	0.51984	-0.33514	-0.26471	0.51055	-0.3222	0.52085	-0.31935	-0.14363	-0.37844	0.03867	0.76488	-0.42449	0.19486	-0.08309	-0.0173	0.01326	0.02054	-0.40837	0.17981	-0.01904	0.16874	-0.43026	-0.12056	-0.03622	0.67937	0.26775	0.04053	0.04021	0.13235	-0.29933	-0.07516	0.40339	0.72653	-0.01323	0.07142	-0.38061	0.5849	0.06921
"Long-eared Owl"	-0.18198	-0.19577	-0.22955	-0.05406	-0.07101	-0.04503	-0.11958	-0.06822	0.01789	0.04981	0.14881	0.24941	0.18516	-0.13288	-0.05674	0.19391	-0.03694	-0.03863	0.2317	0.01826	0.01617	0.11133	0.11938	-0.24148	-0.19565	-0.06901	-0.24148	-0.1032	-0.04507	0.05943	-0.2321	-0.03115	0.03924	0.03576	0.10821	0.0296	-0.0307	0.00543	0.37487	-0.01463	-0.05609	-0.2315	-0.07777	-0.22741	-0.0727	-0.23311	0.06446	-0.05401	-0.23613	-0.2321	-0.2321	-0.21803	-0.17836	-0.1899	0.24469	0.05258	-0.04038	0.02843	-0.17583	-0.18833	-0.1007	0.21306	-0.21803	0.08767	0.23887	-0.17594	-0.21066	-0.1195	-0.16177	0.04805	-0.06109	-0.2107	-0.20392	0.13939	-0.19446	-0.21803	-0.2321	-0.00401	0.0385	-0.24148	-0.22454	-0.20695	-0.21534	-0.24148	0.04497	0.05313	0.09476	0.00588	0.21478	0.09051	-0.16668	0.07604	1.0	0.07406	-0.09462	0.05672	-0.15197	0.33321	-0.04189	0.03203	0.06359	0.08257	-0.07111	0.10971	-0.17289	0.17053	-0.22951	-0.25465	-0.24076	0.16438	-0.22741	0.2458	0.26694	-0.01669	0.12314	-0.09199	-0.22455	0.05142	-0.18052	-0.03091	0.15321	0.14845	0.10959	0.14912	-0.18237	-0.00147	-0.18052	-0.18372	-0.09362	-0.20866	0.29632	-0.14196	-0.11368	-0.22909	-0.21803	-0.09399	-0.22272	-0.00048	-0.15708	-0.20173	0.08508	-0.2321	-0.22272	0.17965	-0.21189	-0.09156	0.02946	0.39866	-0.2321	0.2996	-0.21335	-0.22272	-0.2321	-0.20372	-0.2321	-0.2321	-0.21298	-0.17465	0.29214	-0.23613	-0.19358	-0.20866	-0.12981	-0.07517	-0.2315	0.25114	0.44637	-0.13957	-0.22741	0.06449	-0.15777	-0.15731	0.12044	-0.24076	0.07036	-0.23613	-0.19436	-0.14911	-0.05303	0.05394	-0.18521	0.22836	0.13975	0.32306	0.18924	0.09279	-0.21036	0.08928	0.26645	0.04398	-0.22272	-0.05996	0.28027	-0.05484	0.4421	0.19075	0.25308	0.19118	-0.01479	-0.10284	0.1152	0.03873	-0.00105	0.31389	-0.22514	0.3038	0.31741
"Short-eared Owl"	0.10117	0.13153	0.17307	-0.09012	-0.11778	-0.06878	-0.01575	-0.11176	0.09741	0.04547	-0.01211	-0.02057	-0.04478	0.14704	-0.11928	0.15118	-0.0787	0.02254	-0.00472	-0.08533	-0.07103	0.1904	-0.08362	0.21255	0.15341	0.03115	0.18957	0.18893	-0.13699	-0.06466	0.21255	-0.05756	-0.16198	-0.02391	0.06603	0.09978	-0.06469	-0.02128	0.0737	0.05736	0.28401	0.2042	-0.14586	0.22404	-0.0921	0.17575	0.19869	0.14336	0.17017	0.21255	0.21255	0.21255	0.26825	0.21255	0.0916	0.03849	-0.07232	0.21305	0.22404	0.21716	-0.08657	0.23492	0.24702	-0.00953	0.14719	0.23824	0.25525	0.26807	0.22404	-0.04368	-0.15134	0.21969	0.06246	0.20308	0.24391	0.32744	0.21255	-0.10713	0.02462	0.18957	0.09825	0.09594	0.22831	0.18957	0.12766	0.15498	0.07013	0.20435	0.13068	0.15087	0.33467	0.02523	0.07406	1.0	0.14112	0.08124	0.2501	0.05618	-0.08269	0.09301	-0.02288	0.00953	-0.07372	0.13441	0.13676	0.27929	0.19063	0.24958	0.18151	0.14517	0.20106	0.05583	0.04508	-0.09375	-0.03721	-0.00454	0.21675	-0.02159	0.21255	-0.07873	-0.09789	0.16735	-0.00213	0.004	0.07275	0.21994	0.23553	0.26121	-0.0149	0.21255	0.06639	0.25298	-0.06699	0.19452	0.20106	0.18164	0.21255	-0.13775	0.23553	0.08787	0.44062	0.21255	0.22404	0.05352	0.16225	0.07571	-0.14995	0.02023	0.21255	-0.086	0.20106	0.25851	0.21255	0.33467	0.21255	0.23553	0.19286	0.3279	0.04523	0.22689	0.26879	0.21255	-0.01564	-0.1267	0.2042	0.14201	0.16181	0.03085	0.20106	0.07383	0.2073	0.1683	0.03602	0.23824	0.04453	0.19286	0.19609	0.29339	-0.1574	-0.05237	0.24702	0.05647	0.17318	0.11945	0.03406	-0.02019	0.22411	0.06406	0.11284	0.07528	0.23553	0.04105	0.06076	-0.11851	0.0225	0.13303	0.11472	-0.0504	0.24855	-0.02352	0.11078	-0.05369	-0.11093	0.0834	0.18388	0.0193	0.13803
"Northern Saw-whet Owl"	0.45488	0.30803	0.37417	0.05526	0.17951	0.0187	0.3475	0.28378	0.27337	-0.16842	-0.05103	-0.19892	-0.15409	0.42502	0.15283	0.20204	0.24143	0.21478	-0.06532	0.18326	0.2331	0.06691	-0.03788	0.43492	0.33166	0.40078	0.43492	0.25042	0.19102	0.13706	0.46492	-0.07135	0.0459	0.01397	-0.01194	0.01064	-0.0625	-0.21061	-0.37242	0.05303	0.16145	0.42205	0.29606	0.46492	0.07751	0.37997	0.12303	0.12595	0.49609	0.43492	0.46492	0.43492	0.22033	0.43492	-0.05218	0.09392	0.1993	0.19789	0.41993	0.35433	0.31563	0.21012	0.43492	0.07171	-0.09156	0.42205	0.42205	0.22611	0.44992	-0.07363	0.24518	0.37997	0.35523	-0.16267	0.40724	0.40493	0.49491	0.025	0.10221	0.52491	0.63482	0.50689	0.52319	0.50991	-0.05344	-0.10681	0.00329	-0.05229	-0.10835	-0.008	0.37762	0.23055	-0.09462	0.14112	1.0	0.12266	0.33372	-0.0827	0.22266	0.21248	0.0983	0.08494	0.34313	-0.08188	0.53557	-0.04855	0.57854	0.46647	0.46647	0.06688	0.44992	-0.1082	-0.16042	-0.17461	-0.0086	0.0158	0.50783	0.094	0.43492	-0.20904	0.2376	-0.0453	0.09696	-0.00037	0.46123	0.03765	0.44992	0.4643	0.35001	0.46492	-0.19455	0.46782	0.35594	0.40627	0.44992	0.14395	0.46492	0.09254	0.43492	0.40865	0.12988	0.43492	0.43492	-0.07778	0.38829	0.16838	0.0139	-0.15613	0.43492	-0.0109	0.44992	0.43492	0.47992	0.36281	0.43492	0.46492	0.46647	0.39176	-0.25188	0.39243	0.31647	0.46492	0.25865	0.20333	0.42205	-0.27869	0.07432	0.29201	0.44992	-0.1243	0.36568	0.55985	-0.17391	0.55533	-0.08793	0.49609	0.39493	0.33962	-0.21981	0.09352	0.43492	-0.23474	0.04624	-0.00793	0.02151	-0.18023	0.33642	-0.17472	-0.09189	-0.17165	0.41993	0.11282	-0.1162	0.13444	-0.25567	-0.06973	-0.06881	-0.08869	0.34472	0.01535	0.00481	0.04463	-0.1374	0.05363	0.38829	-0.1097	-0.05472
"Belted Kingfisher"	-0.18903	0.0304	-0.39624	0.44211	0.77424	0.33165	0.27714	0.60724	0.52885	0.55113	0.38764	0.24831	0.80864	-0.34614	0.76024	0.23908	0.57229	-0.10971	0.2708	0.46229	0.56383	0.0854	0.35323	-0.5068	-0.33543	-0.01918	-0.43689	0.32717	0.63179	0.7541	-0.54466	0.01788	0.63921	0.62477	0.52359	0.33098	0.05535	-0.08967	0.20396	-0.06119	-0.17768	-0.55938	0.72518	-0.52719	0.4341	-0.53048	0.36681	0.15026	-0.41846	-0.55049	-0.54757	-0.55631	0.5662	-0.52719	0.3479	0.69101	0.8323	0.00208	-0.54175	-0.36747	0.68182	-0.22168	-0.5534	0.87255	0.46788	-0.53781	-0.54212	-0.02823	-0.5301	0.51377	0.43973	-0.43441	-0.00565	0.2539	-0.52343	-0.47476	-0.49515	0.55952	0.75776	-0.46019	-0.12329	-0.01621	-0.1119	-0.47767	0.13821	0.74079	0.82707	0.52816	0.06939	0.76084	-0.50905	0.74295	0.05672	0.08124	0.12266	1.0	-0.56358	0.2688	0.87114	0.51139	0.90779	0.91162	0.64241	0.30933	0.22748	0.62447	0.0592	-0.371	-0.44578	0.66102	-0.53884	0.7986	0.70103	-0.05563	0.41475	-0.12196	-0.39732	0.90093	-0.55049	-0.05092	0.80069	0.60684	0.90477	0.86808	0.438	0.19286	-0.54757	-0.36632	0.53624	-0.55922	0.54457	-0.15499	0.5691	-0.54949	-0.51262	0.46294	-0.55049	0.75252	-0.51845	-0.22556	-0.03844	-0.55049	-0.47476	0.80604	-0.46068	-0.25877	0.69623	0.14421	-0.54757	0.22403	-0.52427	-0.54466	-0.53592	-0.42565	-0.55631	-0.53884	-0.37532	-0.46213	0.63729	-0.38394	-0.11624	-0.55922	0.54265	0.7562	-0.55938	0.46113	-0.09116	0.4439	-0.51262	0.78382	-0.44315	-0.34132	0.76277	-0.371	0.78571	-0.38682	-0.21163	-0.44205	-0.06104	0.90175	-0.55922	0.2886	-0.14368	-0.13139	-0.00167	0.13947	-0.46587	0.36196	0.01253	0.36605	-0.54175	-0.22239	0.02454	0.79032	0.33643	0.15	0.09747	0.09475	-0.47126	-0.18697	0.62169	0.88219	-0.08097	0.06225	-0.51552	0.7331	0.04571
"kingfisher sp."	0.43688	0.31183	0.71622	-0.21595	-0.43011	-0.18563	-0.0136	-0.31448	-0.17994	-0.44299	-0.34758	-0.30602	-0.63649	0.6501	-0.41739	0.03109	-0.21525	0.19467	-0.25913	-0.2766	-0.34911	0.06325	-0.29942	0.80209	0.62106	0.3779	0.76902	0.09623	-0.36249	-0.49484	0.83517	-0.06815	-0.4308	-0.43988	-0.29101	-0.24835	-0.08598	-0.00893	-0.32066	0.12384	0.30332	0.8165	-0.37593	0.81863	-0.18316	0.75895	-0.06234	0.11111	0.76751	0.83517	0.83517	0.83517	-0.04772	0.80209	-0.2637	-0.43595	-0.49377	0.18873	0.81863	0.67987	-0.3475	0.35069	0.83517	-0.62945	-0.46015	0.8165	0.8165	0.25527	0.81863	-0.3896	-0.2261	0.71151	0.41098	-0.22921	0.80017	0.80209	0.83517	-0.38281	-0.49097	0.76902	0.59397	0.45374	0.4966	0.80209	-0.14069	-0.5823	-0.61807	-0.41725	-0.07626	-0.56333	0.73485	-0.37715	-0.15197	0.2501	0.33372	-0.56358	1.0	-0.29252	-0.51256	-0.20501	-0.64736	-0.65164	-0.30977	-0.26012	0.17766	-0.50908	0.38416	0.73485	0.78384	-0.45891	0.81863	-0.68411	-0.63142	0.08639	-0.39556	0.11106	0.776	-0.63787	0.80209	0.07732	-0.53177	-0.45542	-0.64578	-0.66488	0.08228	0.02595	0.81863	0.728	-0.06433	0.83517	-0.57051	0.50829	-0.20133	0.792	0.81863	-0.09805	0.83517	-0.49264	0.80209	0.60083	0.25916	0.83517	0.75248	-0.66732	0.73179	0.28659	-0.52886	-0.23215	0.83517	-0.32546	0.81863	0.83517	0.83517	0.71852	0.83517	0.83517	0.71852	0.744	-0.66189	0.75118	0.52346	0.83517	-0.15012	-0.42634	0.8165	-0.54594	0.02588	-0.07402	0.81863	-0.5367	0.71777	0.6955	-0.60486	0.73485	-0.5514	0.76751	0.55647	0.68526	0.03815	-0.63962	0.83517	-0.30599	0.11614	0.13988	-0.05378	-0.19549	0.75002	-0.36283	-0.0847	-0.31723	0.81863	0.38256	-0.10068	-0.49666	-0.49576	-0.1523	-0.14862	-0.19641	0.70063	0.27568	-0.44224	-0.61327	0.00817	-0.14406	0.76293	-0.70441	-0.03925
"Red-headed Woodpecker"	-0.22042	-0.18445	-0.29973	-0.03755	0.00085	-0.06921	-0.08876	0.00575	0.08846	0.1547	0.16987	0.17596	0.33452	-0.10894	0.01096	0.13373	0.00812	-0.08444	0.13587	0.0614	0.15175	-0.01077	0.10299	-0.20987	-0.25677	-0.15567	-0.30591	-0.08189	0.0101	0.19211	-0.29524	0.18621	0.03504	0.16222	0.09719	0.06278	-0.02192	0.15288	0.34181	0.19682	0.08084	-0.26869	-0.01972	-0.2988	-0.05628	-0.22275	0.18455	-0.07426	-0.30382	-0.29168	-0.29168	-0.30235	-0.11571	-0.28457	0.28514	0.08133	0.03654	0.2055	-0.2739	-0.21346	-0.00378	-0.02559	-0.29168	0.15765	0.29122	-0.27396	-0.2845	0.11236	-0.12806	0.08661	-0.00161	-0.17174	-0.26381	0.30151	-0.27045	-0.28812	-0.30235	0.04997	0.17204	-0.28101	-0.25703	-0.26591	-0.1131	-0.28812	0.04901	0.30044	0.25256	0.0916	0.29197	0.24931	-0.28977	0.12258	0.33321	0.05618	-0.0827	0.2688	-0.29252	1.0	0.05529	0.24748	0.20841	0.2155	0.0498	0.18912	-0.13426	0.2348	-0.2169	-0.28977	-0.2845	0.13881	-0.29168	0.47917	0.27222	0.04622	0.15732	0.12131	-0.28908	0.1588	-0.27745	0.08955	0.21253	0.15645	0.18952	0.25591	-0.16007	0.02009	-0.25967	-0.23746	-0.14389	-0.28812	0.29701	-0.23497	-0.08442	-0.28219	-0.30591	-0.12051	-0.30235	0.11017	-0.20631	-0.22275	0.31391	-0.28812	-0.21343	0.2624	-0.27963	-0.06425	0.19972	0.20155	-0.29524	0.34107	-0.27034	-0.29524	-0.30235	-0.08078	-0.26322	-0.30235	-0.22303	-0.22369	0.44283	-0.31435	-0.15012	-0.28812	-0.09444	0.06	-0.30031	0.36753	0.20688	-0.05732	-0.30591	0.2496	-0.21336	-0.19498	0.28298	-0.25991	0.27325	-0.30031	-0.24285	-0.15082	0.07455	0.15916	-0.25611	0.23077	0.17669	0.08901	0.04014	0.16269	-0.27927	0.37768	0.20313	0.28475	-0.28101	-0.10703	0.19358	-0.00604	0.41396	0.3112	0.25775	0.24114	-0.19238	-0.06294	0.23013	0.15146	0.06086	0.267	-0.19758	0.35183	0.07882
"Red-bellied Woodpecker"	-0.05093	0.06608	-0.35689	0.43029	0.90047	0.35132	0.40469	0.80531	0.42546	0.43388	0.32063	0.12532	0.66459	-0.34923	0.78255	0.22098	0.65676	-0.07937	0.23813	0.60003	0.62215	0.0515	0.33117	-0.50765	-0.27275	0.00429	-0.41456	0.29539	0.75467	0.8056	-0.49172	-0.01184	0.66994	0.65889	0.44291	0.36841	0.02232	-0.06757	0.09319	-0.16664	-0.29045	-0.52371	0.85404	-0.47679	0.42867	-0.50627	0.28566	0.11604	-0.3705	-0.51067	-0.51956	-0.52358	0.58217	-0.48366	0.32414	0.69048	0.94751	-0.12795	-0.52811	-0.43474	0.89478	-0.24174	-0.52577	0.90389	0.36213	-0.52122	-0.517	-0.06563	-0.52409	0.45979	0.60277	-0.44502	0.04299	0.00906	-0.50971	-0.46169	-0.47628	0.58074	0.72728	-0.37279	-0.05164	0.08844	-0.10999	-0.41322	0.13139	0.57187	0.71773	0.39125	-0.08916	0.6583	-0.50433	0.81631	-0.04189	-0.08269	0.22266	0.87114	-0.51256	0.05529	1.0	0.4653	0.91373	0.91885	0.78103	0.13324	0.40002	0.43974	0.22355	-0.32636	-0.35386	0.60135	-0.50882	0.68382	0.59076	-0.02557	0.43606	-0.13802	-0.40188	0.90495	-0.52694	-0.02881	0.87601	0.54272	0.91028	0.79758	0.55822	0.0778	-0.50983	-0.3691	0.6008	-0.52862	0.42357	-0.13696	0.65045	-0.51256	-0.47813	0.48334	-0.51117	0.79214	-0.49289	-0.19541	-0.18143	-0.52778	-0.46387	0.699	-0.39369	-0.24724	0.73666	0.07318	-0.51805	0.19669	-0.46689	-0.51704	-0.48215	-0.48238	-0.52996	-0.50094	-0.34102	-0.47637	0.45855	-0.35195	-0.19659	-0.52862	0.63456	0.86971	-0.52296	0.2529	-0.1889	0.53695	-0.484	0.68236	-0.48014	-0.31521	0.61071	-0.34814	0.62817	-0.39816	-0.1519	-0.48094	-0.02907	0.92267	-0.52878	0.12745	-0.15109	-0.16744	-0.06636	0.05194	-0.44563	0.18597	-0.0156	0.1624	-0.52342	-0.19479	-0.04262	0.88824	0.16998	0.02493	0.05205	0.06229	-0.47218	-0.15295	0.48681	0.88921	-0.0469	0.0023	-0.4987	0.62397	-0.0269
"Yellow-bellied Sapsucker"	-0.00282	0.04951	-0.057	0.25985	0.40464	0.41153	0.13993	0.35593	0.15643	0.19115	0.10417	0.05399	0.38858	-0.09093	0.32214	0.07587	0.19947	-0.06787	0.0028	0.08719	0.31105	-0.04135	0.04318	-0.13406	-0.07218	0.01005	-0.03027	-0.0547	0.22277	0.27022	-0.14271	-0.05102	0.30726	0.36723	0.21338	0.04588	0.04205	-0.0941	0.03085	0.09536	0.03793	-0.16227	0.36352	-0.13406	0.18976	-0.17365	0.11506	0.04566	-0.12811	-0.14271	-0.14271	-0.16001	0.31086	-0.16001	0.05015	0.54796	0.44501	0.28377	-0.16866	-0.01635	0.38645	-0.04585	-0.16001	0.47899	0.29519	-0.16227	-0.16227	0.28253	-0.07352	0.22049	0.09764	-0.16539	0.28883	0.16331	-0.09395	-0.13406	-0.16001	0.31996	0.357	-0.00432	-0.11834	-0.0172	-0.00764	-0.08217	-0.03127	0.46737	0.46088	0.28136	0.05318	0.36839	-0.15373	0.35651	0.03203	0.09301	0.21248	0.51139	-0.20501	0.24748	0.4653	1.0	0.47958	0.50441	0.54769	0.17202	0.27623	0.31071	0.13992	-0.14519	-0.08113	0.46288	-0.15136	0.42101	0.39242	-0.12205	0.20615	-0.09908	-0.15481	0.4965	-0.17731	-0.14442	0.42799	0.24783	0.45034	0.46206	0.16038	0.38815	-0.16866	-0.16317	0.31848	-0.16001	0.19825	0.08332	0.4663	-0.16317	-0.09082	0.41266	-0.16001	0.48962	-0.07352	-0.08269	0.16407	-0.14271	-0.09082	0.50135	-0.00407	-0.06122	0.46917	-0.00752	-0.13406	0.03387	-0.12541	-0.16001	-0.14271	-0.05124	-0.16001	-0.12541	-0.00854	-0.15481	0.28832	-0.0854	-0.06745	-0.16001	0.46517	0.51969	-0.16227	0.15043	0.01128	0.37939	-0.14271	0.46857	-0.05061	0.07357	0.39579	0.0427	0.44997	-0.13665	0.00844	-0.10002	-0.14988	0.49169	-0.16001	0.18534	-0.09333	-0.07316	-0.06783	0.0682	-0.17293	0.22061	-0.06533	0.1518	-0.15136	-0.08946	-0.01808	0.42578	0.19358	-0.00116	-0.01354	0.07065	-0.12474	-0.1113	0.35523	0.54493	-0.11614	0.05697	-0.16286	0.34321	0.03797
"Downy Woodpecker"	-0.18371	-0.01727	-0.51524	0.3563	0.78832	0.32884	0.27046	0.64507	0.4671	0.60039	0.48496	0.21956	0.85345	-0.43768	0.71991	0.18068	0.53718	-0.05166	0.23291	0.49356	0.5615	-0.00034	0.31829	-0.60358	-0.42482	-0.14756	-0.55333	0.21587	0.65506	0.76028	-0.63926	0.00415	0.66597	0.64932	0.5374	0.39923	0.03002	-0.04339	0.25053	-0.10606	-0.19325	-0.66604	0.72115	-0.60996	0.42255	-0.63798	0.27708	0.06875	-0.53983	-0.64724	-0.64696	-0.65513	0.51728	-0.61456	0.33935	0.7922	0.89949	-0.04086	-0.66762	-0.4971	0.73465	-0.2853	-0.66274	0.96075	0.49902	-0.66062	-0.6481	-0.05667	-0.65401	0.51007	0.476	-0.53935	-0.11151	0.27782	-0.62454	-0.60386	-0.62705	0.60753	0.77116	-0.52009	-0.25385	-0.06807	-0.18674	-0.58104	0.17459	0.79492	0.89523	0.62862	0.03788	0.81196	-0.60173	0.76336	0.06359	-0.02288	0.0983	0.90779	-0.64736	0.20841	0.91373	0.47958	1.0	0.98813	0.66592	0.36162	0.21674	0.70019	0.04608	-0.48396	-0.54925	0.72072	-0.63973	0.86261	0.79257	-0.01441	0.50743	-0.15184	-0.5367	0.98292	-0.66546	-0.00929	0.80415	0.65383	0.97903	0.9301	0.33231	0.17377	-0.64189	-0.48236	0.50444	-0.67025	0.6189	-0.24719	0.51795	-0.64518	-0.62564	0.46516	-0.64753	0.80874	-0.63344	-0.33154	-0.14662	-0.66772	-0.57258	0.86287	-0.52174	-0.29862	0.78355	0.15017	-0.65081	0.25951	-0.62921	-0.65325	-0.63466	-0.54684	-0.67176	-0.64706	-0.4791	-0.57958	0.69572	-0.51498	-0.24831	-0.67025	0.54497	0.75944	-0.66409	0.56451	-0.13427	0.4362	-0.617	0.77463	-0.56788	-0.45685	0.78827	-0.49792	0.79932	-0.51781	-0.25069	-0.55596	-0.01933	0.98568	-0.66988	0.27714	-0.16641	-0.15832	-0.03647	0.12204	-0.53486	0.37159	0.00781	0.307	-0.65495	-0.24537	0.0084	0.879	0.39093	0.09155	0.1129	0.12719	-0.57373	-0.18254	0.59668	0.93702	-0.03648	0.05136	-0.62713	0.80974	0.00988
