"bird_name"	"Greater White-fronted Goose"	"Snow Goose"	"Ross's Goose"	"Cackling Goose"	"Canada Goose"	"Mute Swan"	"Trumpeter Swan"	"Tundra Swan"	"Wood Duck"	"Gadwall"	"American Wigeon"	"American Black Duck"	"Mallard"	"Blue-winged Teal"	"Northern Shoveler"	"Northern Pintail"	"Green-winged Teal"	"Green-winged Teal (American)"	"Canvasback"	"Redhead"	"Ring-necked Duck"	"Greater Scaup"	"Lesser Scaup"	"Harlequin Duck"	"Surf Scoter"	"White-winged Scoter"	"Black Scoter"	"Long-tailed Duck"	"Bufflehead"	"Common Goldeneye"	"Barrow's Goldeneye"	"Common/Barrow's Goldeneye"	"Hooded Merganser"	"Common Merganser"	"Red-breasted Merganser"	"Ruddy Duck"	"duck sp."	"Northern Bobwhite"	"Ring-necked Pheasant"	"Gray Partridge"	"Ruffed Grouse"	"Greater/Lesser Prairie-Chicken"	"Wild Turkey"	"Red-throated Loon"	"Common Loon"	"loon sp."	"Pied-billed Grebe"	"Horned Grebe"	"Red-necked Grebe"	"Western Grebe"	"Double-crested Cormorant"	"American Bittern"	"Great Blue Heron (Blue form)"	"Black-crowned Night-Heron"	"Northern Harrier"	"Sharp-shinned Hawk"	"Cooper's Hawk"	"Northern Goshawk"	"Northern Goshawk (American)"	"Accipiter sp."	"Bald Eagle"	"Red-shouldered Hawk"	"Broad-winged Hawk"	"Red-tailed Hawk"	"Rough-legged Hawk"	"Buteo sp."	"King Rail"	"Virginia Rail"	"Sora"	"American Coot"	"Sandhill Crane"	"Killdeer"	"Wilson's Snipe"	"Wilson's/Common Snipe"	"American Woodcock"	"Black-legged Kittiwake"	"Bonaparte's Gull"	"Ring-billed Gull"	"Herring Gull"	"Thayer's Gull"	"Iceland Gull"	"Lesser Black-backed Gull"	"Glaucous Gull"	"Great Black-backed Gull"	"gull sp."	"Rock Pigeon (Feral Pigeon)"	"Mourning Dove"	"Eastern Screech-Owl"	"screech-owl sp."	"Great Horned Owl"	"Snowy Owl"	"Barred Owl"	"Long-eared Owl"	"Short-eared Owl"	"Northern Saw-whet Owl"	"Belted Kingfisher"	"kingfisher sp."	"Red-headed Woodpecker"	"Red-bellied Woodpecker"	"Yellow-bellied Sapsucker"	"Downy Woodpecker"	"Hairy Woodpecker"	"Northern Flicker"	"Northern Flicker (Yellow-shafted)"	"Pileated Woodpecker"	"American Kestrel"	"Merlin"	"Peregrine Falcon"	"Eastern Phoebe"	"Northern Shrike"	"White-eyed Vireo"	"Blue Jay"	"American Crow"	"crow sp."	"Horned Lark"	"Horned Lark (Eastern dark Group)"	"Barn Swallow"	"Black-capped Chickadee"	"Boreal Chickadee"	"chickadee sp."	"Tufted Titmouse"	"Red-breasted Nuthatch"	"White-breasted Nuthatch"	"Brown Creeper"	"Winter Wren"	"Pacific/Winter Wren"	"Sedge Wren"	"Marsh Wren"	"Carolina Wren"	"Bewick's Wren"	"Golden-crowned Kinglet"	"Ruby-crowned Kinglet"	"Eastern Bluebird"	"bluebird sp."	"Townsend's Solitaire"	"Hermit Thrush"	"Wood Thrush"	"American Robin"	"Varied Thrush"	"Gray Catbird"	"Brown Thrasher"	"Sage Thrasher"	"Northern Mockingbird"	"European Starling"	"American Pipit"	"Bohemian Waxwing"	"Cedar Waxwing"	"Lapland Longspur"	"longspur sp."	"Snow Bunting"	"Ovenbird"	"Northern Waterthrush"	"Orange-crowned Warbler"	"Common Yellowthroat"	"yellowthroat sp."	"Pine Warbler"	"Yellow-rumped Warbler"	"Yellow-rumped Warbler (Myrtle)"	"American Tree Sparrow"	"Chipping Sparrow"	"Field Sparrow"	"Black-throated Sparrow"	"Fox Sparrow"	"Dark-eyed Junco"	"Dark-eyed Junco (Slate-colored/Cassiar)"	"Dark-eyed Junco (Slate-colored)"	"Dark-eyed Junco (Oregon)"	"White-crowned Sparrow"	"Harris's Sparrow"	"White-throated Sparrow"	"Vesper Sparrow"	"Savannah Sparrow"	"Song Sparrow"	"Lincoln's Sparrow"	"Swamp Sparrow"	"Spotted Towhee"	"Eastern Towhee"	"Spotted/Eastern Towhee (Rufous-sided Towhee)"	"sparrow sp."	"Northern Cardinal"	"Rose-breasted Grosbeak"	"Red-winged Blackbird"	"Western Meadowlark"	"Eastern Meadowlark"	"Western/Eastern Meadowlark"	"Rusty Blackbird"	"Brewer's Blackbird"	"Common Grackle"	"Common Grackle (Purple)"	"Brown-headed Cowbird"	"Baltimore Oriole"	"blackbird sp."	"Pine Grosbeak"	"House Finch"	"Purple Finch"	"Red Crossbill"	"White-winged Crossbill"	"Common Redpoll"	"Hoary Redpoll"	"redpoll sp."	"Pine Siskin"	"American Goldfinch"	"Spinus sp. (goldfinch sp.)"	"Evening Grosbeak"	"finch sp."	"House Sparrow"	"bird sp."
"Horned Grebe"	0.14983	0.32042	0.19695	0.52572	0.22386	-0.00819	0.1136	0.0898	0.04289	0.20944	0.05163	-0.10077	0.02895	0.13124	0.39993	0.31356	0.41304	0.08208	0.09746	0.11716	0.17136	0.0536	0.12088	0.14767	0.25673	0.42575	0.14767	0.37773	0.33584	0.14972	0.16407	-0.04081	0.30545	0.04781	0.19078	0.20501	-0.04348	-0.119	-0.11776	0.01195	0.1014	0.15796	0.33247	0.17228	0.4889	0.13726	0.32376	1.0	0.39692	0.18868	0.16407	0.16407	0.20661	0.14767	0.08919	0.14815	0.16604	0.07021	0.15587	0.17832	0.08197	-0.00311	0.26252	0.10931	-0.04516	0.15796	0.30377	0.18258	0.17228	0.53965	0.17906	0.24706	0.18475	-0.08568	0.14986	0.26252	0.16407	0.17688	0.07144	0.14767	0.1859	0.16636	0.1123	0.20509	0.44193	0.11823	0.09035	0.00171	0.08953	0.26793	0.21466	0.15937	-0.05401	0.14336	0.12595	0.15026	0.11111	-0.07426	0.11604	0.04566	0.06875	0.09147	0.20896	0.04692	0.16911	0.01041	0.25862	0.16606	0.19846	0.0813	0.17228	-0.00741	-0.016	-0.09935	-0.00443	-0.0108	0.14286	0.09614	0.14767	-0.11863	0.12697	-0.00243	0.06664	0.09915	0.28012	0.15962	0.17228	0.15874	0.23825	0.16407	-0.00424	0.24837	0.22323	0.1508	0.24611	0.26402	0.18048	0.08499	0.14767	0.23922	0.14547	0.16407	0.16407	0.03518	0.15061	0.03204	0.18039	-0.07348	0.16407	-0.07184	0.15587	0.18048	0.18048	0.16606	0.16407	0.18048	0.24301	0.19842	0.01286	0.14176	0.09784	0.16407	0.2234	0.13599	0.15796	-0.09463	0.05777	0.17809	0.17228	0.13812	0.11201	0.1318	0.09734	0.14176	0.09824	0.14986	0.16002	0.2332	-0.12439	0.10941	0.16407	-0.10155	-0.0281	-0.00145	0.0102	-0.01833	0.30404	-0.05209	-0.04719	0.29321	0.25431	0.01234	-0.07264	0.11631	-0.11751	0.05574	-0.02258	-0.05731	0.16638	-0.0132	0.17446	0.11565	-0.08179	-0.05448	0.14288	-0.02584	0.05475
"Red-necked Grebe"	0.61654	0.42625	0.77072	0.06786	-0.23594	-0.17578	0.19671	-0.13937	-0.14787	-0.36833	-0.33594	-0.33473	-0.59411	0.67122	-0.21048	0.18508	0.01734	0.21524	-0.16598	-0.10313	-0.20622	0.12103	-0.18795	0.86083	0.66908	0.51644	0.82707	0.25621	-0.08197	-0.34847	0.89459	-0.07057	-0.23825	-0.4216	-0.16119	-0.13556	-0.07444	-0.18494	-0.51331	0.14395	0.3163	0.875	-0.1362	0.87771	0.00178	0.81494	0.03742	0.39692	1.0	0.89459	0.89459	0.89459	0.05756	0.86083	-0.12968	-0.30974	-0.34826	0.22271	0.87771	0.73377	-0.20115	0.33874	0.89459	-0.51001	-0.40375	0.875	0.875	0.29083	0.87771	-0.16022	0.02406	0.76653	0.53743	-0.25088	0.85833	0.86083	0.89459	-0.27877	-0.4116	0.82707	0.75777	0.59062	0.60374	0.86083	-0.10636	-0.50952	-0.53478	-0.38948	-0.09081	-0.49869	0.79167	-0.25377	-0.23613	0.17017	0.49609	-0.41846	0.76751	-0.30382	-0.3705	-0.12811	-0.53983	-0.54541	-0.16738	-0.25452	0.31364	-0.46709	0.52511	0.85833	0.84167	-0.37219	0.87771	-0.6474	-0.58111	-0.17546	-0.37781	0.12446	0.83283	-0.51114	0.86083	-0.21174	-0.34482	-0.39501	-0.54994	-0.55191	0.25192	0.05297	0.87771	0.78384	0.07878	0.89459	-0.56774	0.58846	-0.07252	0.84916	0.91147	0.06671	0.89459	-0.39679	0.86083	0.68584	0.24362	0.89459	0.81019	-0.58284	0.78661	0.3131	-0.40819	-0.26122	0.89459	-0.31515	0.87771	0.89459	0.92834	0.775	0.89459	0.89459	0.825	0.80017	-0.62908	0.80833	0.60394	0.89459	0.00383	-0.27075	0.875	-0.55812	0.04842	0.07933	0.87771	-0.43288	0.77372	0.74972	-0.53313	0.79167	-0.47219	0.825	0.64202	0.74006	-0.22459	-0.51136	0.89459	-0.30338	0.13299	0.12195	-0.04681	-0.17651	0.77372	-0.36341	-0.08447	-0.15486	0.87771	0.2349	-0.09757	-0.36433	-0.51035	-0.13507	-0.12755	-0.19749	0.75312	0.13575	-0.31928	-0.47948	-0.11825	-0.14839	0.81839	-0.65125	-0.03755
"Western Grebe"	0.51847	0.39139	0.83686	-0.22083	-0.43707	-0.16416	0.01406	-0.32011	-0.15217	-0.43672	-0.31397	-0.33828	-0.66055	0.73446	-0.40914	0.04284	-0.21468	0.24145	-0.26622	-0.28134	-0.35243	0.09806	-0.30656	0.93162	0.72753	0.47005	0.89744	0.17731	-0.359	-0.50202	0.96581	-0.07003	-0.41856	-0.43696	-0.29475	-0.24776	-0.08749	-0.17806	-0.51652	0.17068	0.36804	0.94522	-0.38769	0.94872	-0.1172	0.88252	-0.08717	0.18868	0.89459	1.0	0.96581	0.96581	0.01345	0.93162	-0.23788	-0.37095	-0.47898	0.3048	0.94872	0.79966	-0.35238	0.38837	0.96581	-0.62337	-0.43456	0.94522	0.94522	0.36203	0.94872	-0.37588	-0.23292	0.83349	0.50445	-0.21631	0.92834	0.93162	0.96581	-0.38457	-0.48901	0.89744	0.70165	0.55056	0.60388	0.93162	-0.14422	-0.57398	-0.60131	-0.37591	-0.07357	-0.55829	0.86083	-0.42449	-0.2321	0.21255	0.43492	-0.55049	0.83517	-0.29168	-0.51067	-0.14271	-0.64724	-0.65482	-0.30689	-0.1711	0.24319	-0.49148	0.48216	0.86083	0.91147	-0.40658	0.94872	-0.68639	-0.61577	-0.17458	-0.36273	0.1418	0.90132	-0.62768	0.93162	-0.21096	-0.5443	-0.46784	-0.65407	-0.65958	0.13143	0.0912	0.94872	0.88478	-0.0133	0.96581	-0.58708	0.58811	-0.16613	0.91786	0.94872	-0.02413	0.96581	-0.48663	0.93162	0.71909	0.29607	0.96581	0.91453	-0.65751	0.88514	0.34629	-0.52302	-0.25569	0.96581	-0.33301	0.94872	0.96581	0.96581	0.84395	0.96581	0.96581	0.84395	0.86824	-0.66815	0.87771	0.63516	0.96581	-0.0931	-0.44051	0.94522	-0.53482	0.08025	-0.0153	0.94872	-0.54038	0.84193	0.81582	-0.59581	0.86083	-0.52237	0.89459	0.70855	0.80714	-0.22409	-0.63449	0.96581	-0.31362	0.15518	0.14458	-0.02943	-0.22368	0.87527	-0.36652	-0.08275	-0.32545	0.94872	0.2604	-0.09145	-0.47284	-0.51551	-0.14825	-0.14808	-0.20177	0.81664	0.15497	-0.45592	-0.61662	-0.11438	-0.14706	0.88514	-0.73343	-0.03448
"Double-crested Cormorant"	0.51847	0.39139	0.83686	-0.22083	-0.44296	-0.17055	0.01406	-0.32489	-0.15217	-0.43937	-0.33559	-0.33635	-0.65993	0.73446	-0.42343	0.04284	-0.21468	0.24145	-0.26755	-0.28786	-0.35748	0.11985	-0.3089	0.96581	0.72753	0.47005	0.93162	0.16866	-0.37547	-0.50666	0.96581	-0.07003	-0.44806	-0.44971	-0.29777	-0.24584	-0.08749	-0.17806	-0.5122	0.23468	0.3953	0.94522	-0.38769	0.94872	-0.14965	0.88252	-0.07201	0.16407	0.89459	0.96581	1.0	0.96581	-0.03139	0.93162	-0.26266	-0.4058	-0.49542	0.26822	0.94872	0.79966	-0.35692	0.38837	0.96581	-0.63742	-0.44825	0.94522	0.94522	0.33749	0.94872	-0.40005	-0.23292	0.83349	0.50445	-0.20944	0.92834	0.93162	0.96581	-0.38713	-0.49887	0.89744	0.70165	0.55056	0.60388	0.93162	-0.14422	-0.57602	-0.60329	-0.37324	-0.07357	-0.5439	0.86083	-0.41293	-0.2321	0.21255	0.46492	-0.54757	0.83517	-0.29168	-0.51956	-0.14271	-0.64696	-0.65867	-0.30689	-0.2111	0.24319	-0.45893	0.48216	0.89459	0.91147	-0.4447	0.94872	-0.7077	-0.63173	-0.17458	-0.40482	0.1418	0.90132	-0.63486	0.93162	-0.21096	-0.54252	-0.4606	-0.64999	-0.67405	0.13143	0.11265	0.94872	0.85171	-0.0133	0.96581	-0.57465	0.58811	-0.18711	0.91786	0.94872	-0.04343	0.96581	-0.49971	0.93162	0.71909	0.29607	0.96581	0.88034	-0.6668	0.85295	0.34629	-0.51764	-0.25978	0.96581	-0.33301	0.94872	0.96581	0.96581	0.84395	0.96581	0.96581	0.84395	0.86824	-0.6817	0.87771	0.63516	0.96581	-0.0931	-0.44051	0.94522	-0.54276	0.08025	-0.0306	0.94872	-0.54654	0.84193	0.81582	-0.59927	0.86083	-0.54106	0.92834	0.67521	0.80714	-0.22409	-0.64203	0.96581	-0.31483	0.15518	0.14458	-0.03597	-0.22368	0.84193	-0.30358	-0.08275	-0.26253	0.94872	0.2604	-0.09145	-0.50307	-0.50127	-0.14825	-0.14808	-0.20115	0.81664	0.15497	-0.44995	-0.61856	-0.11438	-0.14706	0.88514	-0.72704	-0.03448
"American Bittern"	0.51847	0.39139	0.83686	-0.22083	-0.44439	-0.17908	0.01406	-0.32489	-0.15217	-0.42958	-0.35	-0.32727	-0.6653	0.73446	-0.42224	0.07498	-0.21468	0.24145	-0.2674	-0.28395	-0.35832	0.09806	-0.30787	0.93162	0.72753	0.47005	0.89744	0.16866	-0.37626	-0.49005	0.96581	-0.07003	-0.44751	-0.42962	-0.30079	-0.25287	-0.08749	-0.17806	-0.49924	0.17068	0.43619	0.94522	-0.38769	0.94872	-0.16769	0.88252	-0.08717	0.16407	0.89459	0.96581	0.96581	1.0	-0.03139	0.96581	-0.27257	-0.41078	-0.49991	0.3048	0.94872	0.79966	-0.35465	0.38837	0.96581	-0.6436	-0.45509	0.94522	0.94522	0.33749	0.94872	-0.39967	-0.23292	0.83349	0.50445	-0.18198	0.92834	0.93162	0.96581	-0.38981	-0.48788	0.89744	0.70165	0.55056	0.60388	0.93162	-0.14422	-0.56282	-0.61288	-0.41788	-0.07357	-0.55829	0.89459	-0.40716	-0.21803	0.21255	0.43492	-0.55631	0.83517	-0.30235	-0.52358	-0.16001	-0.65513	-0.66556	-0.30689	-0.2111	0.24319	-0.45242	0.48216	0.86083	0.91147	-0.4447	0.94872	-0.71338	-0.63195	-0.17458	-0.41751	0.1418	0.90132	-0.63934	0.93162	-0.21096	-0.54074	-0.45529	-0.65124	-0.67022	0.13143	0.13411	0.94872	0.85171	-0.0133	0.96581	-0.56484	0.58811	-0.18711	0.91786	0.94872	-0.04343	0.96581	-0.50643	0.93162	0.75178	0.29607	0.96581	0.88034	-0.67826	0.85295	0.34629	-0.53771	-0.26486	0.96581	-0.32115	0.94872	0.96581	0.96581	0.84395	0.96581	0.96581	0.87771	0.86824	-0.64724	0.91147	0.66653	0.96581	-0.10862	-0.44051	0.94522	-0.53184	0.08025	0.00765	0.94872	-0.54106	0.84193	0.81582	-0.601	0.86083	-0.55634	0.89459	0.67521	0.80714	-0.22409	-0.64629	0.96581	-0.3108	0.15518	0.14458	-0.02616	-0.21167	0.87527	-0.32274	-0.08275	-0.32639	0.94872	0.2604	-0.09145	-0.51314	-0.48781	-0.14825	-0.14808	-0.20115	0.81664	0.15497	-0.45603	-0.61781	-0.11438	-0.14706	0.88514	-0.73412	-0.03448
"Great Blue Heron (Blue form)"	0.14918	0.36843	0.11822	0.31632	0.557	0.37025	0.44269	0.4191	0.23445	0.30692	0.24251	-0.06866	0.38504	0.05739	0.47955	0.10959	0.43315	0.13372	0.01484	0.34009	0.2534	0.10719	0.08351	-0.03139	0.13098	0.18758	0.10314	0.2859	0.42335	0.39295	-0.01345	-0.04968	0.41762	0.29582	0.47108	0.25798	-0.03617	-0.1308	-0.15481	-0.11194	-0.12158	-0.03542	0.45408	-0.01345	0.34814	-0.05145	0.28636	0.20661	0.05756	0.01345	-0.03139	-0.03139	1.0	-0.03139	0.11701	0.5865	0.64887	0.05757	-0.04036	-0.02967	0.49184	-0.09849	-0.03139	0.56197	0.17235	-0.03542	-0.03542	0.16098	-0.04036	0.25852	0.28084	0.00857	0.29254	0.05765	0.0	0.04933	-0.00448	0.3103	0.43071	0.06727	0.13422	0.23894	0.13862	0.01345	0.02094	0.37455	0.44633	0.4008	-0.15992	0.37547	-0.04428	0.38938	-0.17836	0.26825	0.22033	0.5662	-0.04772	-0.11571	0.58217	0.31086	0.51728	0.52457	0.41273	0.27981	0.37498	0.32049	0.38319	0.13727	0.04871	0.34332	-0.00448	0.34395	0.40099	-0.10512	0.34402	-0.06732	0.02169	0.54756	-0.04933	-0.11433	0.41132	0.31104	0.49837	0.40055	0.42795	0.14355	-0.00448	0.07376	0.49306	-0.03139	0.17092	0.2016	0.49454	-0.03905	-0.02242	0.57478	0.00448	0.46126	0.00448	0.19294	0.06288	-0.03139	-0.01345	0.39402	0.0	-0.081	0.46638	0.01787	-0.00448	0.0615	-0.01345	0.00448	-0.00448	-0.02657	-0.03139	0.03139	0.03542	0.02169	0.18334	0.09742	0.29212	-0.03139	0.46202	0.47012	-0.03542	0.19942	-0.10293	0.31313	0.0583	0.55772	0.01312	0.0339	0.421	0.06199	0.4617	0.06642	0.27117	-0.07778	-0.1423	0.53821	-0.03139	0.11081	-0.09371	-0.07902	-0.09264	-0.05169	0.03062	-0.03861	-0.06859	0.06445	-0.04036	-0.06578	-0.11417	0.61069	-0.01393	-0.06816	-0.0547	-0.07597	-0.05659	-0.07607	0.2389	0.5178	-0.10674	-0.09838	-0.04222	0.21317	-0.05002
"Black-crowned Night-Heron"	0.49617	0.36836	0.80467	-0.21766	-0.43623	-0.16842	0.03281	-0.28439	-0.14734	-0.42568	-0.34074	-0.2734	-0.64244	0.70321	-0.41213	0.07498	-0.19907	0.22804	-0.11178	-0.24217	-0.34485	0.25604	-0.2666	0.89744	0.699	0.4833	0.86325	0.18596	-0.36446	-0.44925	0.96581	-0.07086	-0.42636	-0.3915	-0.27661	-0.17624	-0.08795	-0.18334	-0.47565	0.15645	0.40893	0.91147	-0.36209	0.91453	-0.16047	0.84984	-0.08717	0.14767	0.86083	0.93162	0.93162	0.96581	-0.03139	1.0	-0.21806	-0.38588	-0.45208	0.28041	0.94872	0.76735	-0.31152	0.41426	0.93162	-0.61467	-0.42772	0.9621	0.91147	0.31294	0.91453	-0.38095	-0.23318	0.80081	0.50445	-0.18198	0.89459	0.89744	0.93162	-0.36475	-0.47571	0.89744	0.67241	0.56416	0.57369	0.89744	-0.14402	-0.54463	-0.58814	-0.40806	-0.08408	-0.54102	0.86083	-0.35518	-0.1899	0.21255	0.43492	-0.52719	0.80209	-0.28457	-0.48366	-0.16001	-0.61456	-0.62452	-0.27144	-0.20665	0.22333	-0.43506	0.49634	0.82707	0.87771	-0.39811	0.91453	-0.6667	-0.60463	-0.17636	-0.40367	0.1328	0.86824	-0.59494	0.93162	-0.21295	-0.50421	-0.43357	-0.61039	-0.6166	0.11597	0.15557	0.91453	0.81863	0.03989	0.93162	-0.51709	0.58811	-0.16962	0.88478	0.91453	-0.03378	0.93162	-0.46226	0.89744	0.71909	0.29607	0.93162	0.84615	-0.6578	0.85295	0.3296	-0.49603	-0.16476	0.93162	-0.31437	0.91453	0.93162	0.93162	0.81019	0.93162	0.93162	0.84395	0.83517	-0.61851	0.87771	0.63516	0.93162	-0.06982	-0.41154	0.91147	-0.5233	0.08025	0.00765	0.91453	-0.51984	0.80859	0.78351	-0.58544	0.82707	-0.53256	0.86083	0.64187	0.77419	-0.22601	-0.60138	0.93162	-0.30411	0.14347	0.13254	-0.00327	-0.21263	0.84193	-0.32274	-0.08275	-0.32677	0.91453	0.24754	-0.0452	-0.47824	-0.46973	-0.15131	-0.14808	-0.20156	0.78583	0.14497	-0.45494	-0.58343	-0.11745	-0.14247	0.85295	-0.70665	-0.03651
"Northern Harrier"	-0.08728	0.02002	-0.24029	0.14797	0.30265	-0.05099	0.31392	0.27744	0.11274	0.16652	0.164	0.29948	0.31367	-0.20614	0.23424	0.17855	0.32647	-0.12542	0.4667	0.51739	0.38282	0.23612	0.38567	-0.26266	-0.15923	-0.03647	-0.27257	0.1166	0.38974	0.43702	-0.26266	0.12754	0.30216	0.22087	0.29886	0.21345	0.10935	-0.00191	0.29116	-0.04948	-0.16005	-0.27159	0.29076	-0.26266	0.11082	-0.21558	0.14175	0.08919	-0.12968	-0.23788	-0.26266	-0.27257	0.11701	-0.21806	1.0	0.25767	0.28683	-0.11134	-0.18832	-0.11006	0.31586	0.15576	-0.24779	0.34391	0.57835	-0.19085	-0.23489	-0.14054	-0.25275	0.22285	0.37907	-0.22506	-0.15587	0.18415	-0.20308	-0.19328	-0.27257	0.16124	0.22967	-0.2577	-0.04026	-0.11626	-0.10286	-0.25275	0.27564	0.22638	0.25737	0.13015	0.03352	0.29215	-0.12234	0.31813	0.24469	0.0916	-0.05218	0.3479	-0.2637	0.28514	0.32414	0.05015	0.33935	0.35553	0.21264	0.10243	0.04604	0.24723	0.04111	-0.13946	-0.20063	0.2953	-0.26762	0.43584	0.26243	0.03323	0.27536	0.06134	-0.22535	0.30688	-0.22797	0.06246	0.43505	0.17474	0.31485	0.39318	0.08405	0.0591	-0.19823	-0.11507	0.01157	-0.27257	0.4485	-0.11367	0.08213	-0.24932	-0.2577	0.08115	-0.27257	0.20723	-0.2577	-0.17768	0.01022	-0.26266	-0.14372	0.35183	-0.23096	-0.15241	0.23066	0.2035	-0.2577	0.07493	-0.20815	-0.2577	-0.25275	-0.13946	-0.24284	-0.26266	-0.22755	-0.21576	0.42561	-0.23978	-0.0341	-0.27257	0.12596	0.25953	-0.27159	0.27258	0.16415	0.17413	-0.27753	0.18921	-0.17159	-0.25759	0.30463	-0.24223	0.28811	-0.2667	-0.087	-0.23162	0.02272	0.32964	-0.19328	0.27904	0.21221	0.10392	0.14219	0.29325	-0.15225	0.21151	0.40053	0.20086	-0.24284	-0.06897	0.39009	0.22858	0.21353	0.07843	0.36579	0.15675	-0.17422	-0.0442	0.14033	0.29041	-0.00089	0.06675	-0.19363	0.42134	0.03793
"Sharp-shinned Hawk"	-0.18675	0.07544	-0.29064	0.32549	0.6244	0.4468	0.17067	0.41223	0.28424	0.50451	0.488	0.13219	0.67956	-0.26856	0.57637	0.13572	0.32403	0.15629	0.16397	0.32893	0.38278	-0.01428	0.2122	-0.39086	-0.27009	-0.07521	-0.30124	0.14612	0.51666	0.49491	-0.4058	-0.03751	0.62727	0.48897	0.54462	0.35321	0.03133	-0.09989	0.10496	-0.05904	-0.16477	-0.42774	0.51087	-0.38588	0.46322	-0.42368	0.21307	0.14815	-0.30974	-0.37095	-0.4058	-0.41078	0.5865	-0.38588	0.25767	1.0	0.77943	0.15981	-0.42572	-0.26822	0.49353	-0.12632	-0.4307	0.83605	0.43156	-0.41299	-0.42774	0.10188	-0.4058	0.51745	0.30655	-0.34989	0.0348	0.30103	-0.38595	-0.40082	-0.41078	0.54001	0.62774	-0.24647	-0.1916	-0.02376	-0.04837	-0.34107	0.05512	0.73464	0.76338	0.72434	-0.06352	0.62616	-0.39824	0.51645	0.05258	0.03849	0.09392	0.69101	-0.43595	0.08133	0.69048	0.54796	0.7922	0.78059	0.51021	0.52168	0.07228	0.6725	0.10327	-0.30728	-0.32695	0.69515	-0.37095	0.71314	0.74608	-0.08372	0.4012	-0.14621	-0.3637	0.8236	-0.4307	-0.09962	0.54141	0.5415	0.74834	0.75585	0.13624	0.29845	-0.36597	-0.27699	0.52033	-0.4307	0.53435	-0.13476	0.48084	-0.4215	-0.36597	0.56086	-0.37593	0.74314	-0.33609	-0.15709	-0.12115	-0.42074	-0.33111	0.77152	-0.28361	-0.20538	0.60717	0.15709	-0.39086	0.18709	-0.40082	-0.40082	-0.41078	-0.34661	-0.4307	-0.42074	-0.23845	-0.34443	0.55482	-0.35399	-0.09822	-0.4307	0.51863	0.52643	-0.42774	0.57628	-0.05974	0.37887	-0.35601	0.72002	-0.30351	-0.28939	0.73498	-0.26058	0.73777	-0.32449	-0.01214	-0.39104	-0.08404	0.81601	-0.41576	0.32252	-0.10234	-0.06844	-0.01619	0.06347	-0.33265	0.22632	0.04203	0.26774	-0.42572	-0.17885	0.04532	0.82254	0.30984	-0.02248	0.0856	0.03086	-0.377	-0.16309	0.48264	0.76551	-0.09638	0.02061	-0.41252	0.60796	0.00177
"Cooper's Hawk"	-0.08871	0.13587	-0.31658	0.4435	0.84948	0.41164	0.351	0.68111	0.36681	0.4862	0.37102	0.13306	0.64947	-0.28281	0.77847	0.20227	0.56938	0.01026	0.22839	0.5058	0.52185	0.0431	0.29654	-0.48496	-0.27189	0.00521	-0.38632	0.26353	0.68269	0.69081	-0.45955	-0.00408	0.72054	0.58481	0.45631	0.42258	0.03536	-0.08084	0.06488	-0.16943	-0.33607	-0.49878	0.79727	-0.43863	0.49845	-0.48009	0.30054	0.16604	-0.34826	-0.47898	-0.49542	-0.49991	0.64887	-0.45208	0.28683	0.77943	1.0	-0.08154	-0.49991	-0.42301	0.80744	-0.18844	-0.50439	0.92178	0.36108	-0.48993	-0.49878	-0.0059	-0.49393	0.51446	0.4775	-0.4115	0.03888	0.03632	-0.49362	-0.44909	-0.45955	0.60178	0.68742	-0.32655	-0.10735	0.04932	-0.13133	-0.41323	0.06961	0.5837	0.73407	0.48219	-0.15138	0.62761	-0.4914	0.78995	-0.04038	-0.07232	0.1993	0.8323	-0.49377	0.03654	0.94751	0.44501	0.89949	0.89464	0.74923	0.22069	0.33974	0.47067	0.22875	-0.31727	-0.36597	0.61188	-0.46703	0.66957	0.65865	-0.04012	0.45857	-0.12496	-0.39978	0.915	-0.48944	-0.03875	0.81361	0.57792	0.88296	0.79314	0.4532	0.12663	-0.46404	-0.35062	0.63517	-0.49243	0.45085	-0.15631	0.68691	-0.48943	-0.44162	0.56663	-0.47151	0.81732	-0.45806	-0.1636	-0.17749	-0.49841	-0.45059	0.70161	-0.36442	-0.24695	0.75122	0.11095	-0.48197	0.2198	-0.45507	-0.48347	-0.47002	-0.46706	-0.5014	-0.47151	-0.31801	-0.4475	0.46926	-0.35269	-0.15905	-0.49243	0.62538	0.81511	-0.49878	0.31086	-0.1641	0.47527	-0.44909	0.73247	-0.45112	-0.31355	0.64516	-0.33867	0.6739	-0.37187	-0.10422	-0.4882	-0.03801	0.92615	-0.49542	0.16507	-0.11263	-0.11772	-0.0213	0.04623	-0.41614	0.12314	0.02667	0.16829	-0.49991	-0.18353	-0.03217	0.93124	0.18337	-0.00454	0.07607	0.06036	-0.44724	-0.15865	0.48964	0.88329	-0.06101	-0.02511	-0.46994	0.60079	-0.02172
